Name,Weapon Name,Affinity (Dropdown),Affinity,Max Upgrade,Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage Type,Weight,Poise,Weapon Type,2H Dual-Wield
Cold Brass Shield,Brass Shield,Cold,Cold,25,16,0,0,0,0,Strike,7,5.5,Medium Shield,No
Poison Brass Shield,Brass Shield,Poison,Poison,25,16,0,0,0,0,Strike,7,5.5,Medium Shield,No
Blood Brass Shield,Brass Shield,Blood,Blood,25,16,0,0,0,0,Strike,7,5.5,Medium Shield,No
Occult Brass Shield,Brass Shield,Occult,Occult,25,16,0,0,0,0,Strike,7,5.5,Medium Shield,No
Great Turtle Shell,Great Turtle Shell,None,None,25,14,0,0,0,0,Strike,5.5,5.5,Medium Shield,No
Heavy Great Turtle Shell,Great Turtle Shell,Heavy,Heavy,25,14,0,0,0,0,Strike,5.5,5.5,Medium Shield,No
Keen Great Turtle Shell,Great Turtle Shell,Keen,Keen,25,14,0,0,0,0,Strike,5.5,5.5,Medium Shield,No
Quality Great Turtle Shell,Great Turtle Shell,Quality,Quality,25,14,0,0,0,0,Strike,5.5,5.5,Medium Shield,No
Fire Great Turtle Shell,Great Turtle Shell,Fire,Fire,25,14,0,0,0,0,Strike,5.5,5.5,Medium Shield,No
Flame Art Great Turtle Shell,Great Turtle Shell,Flame Art,Flame Art,25,14,0,0,0,0,Strike,5.5,5.5,Medium Shield,No
Lightning Great Turtle Shell,Great Turtle Shell,Lightning,Lightning,25,14,0,0,0,0,Strike,5.5,5.5,Medium Shield,No
Sacred Great Turtle Shell,Great Turtle Shell,Sacred,Sacred,25,14,0,0,0,0,Strike,5.5,5.5,Medium Shield,No
Magic Great Turtle Shell,Great Turtle Shell,Magic,Magic,25,14,0,0,0,0,Strike,5.5,5.5,Medium Shield,No
Cold Great Turtle Shell,Great Turtle Shell,Cold,Cold,25,14,0,0,0,0,Strike,5.5,5.5,Medium Shield,No
Poison Great Turtle Shell,Great Turtle Shell,Poison,Poison,25,14,0,0,0,0,Strike,5.5,5.5,Medium Shield,No
Blood Great Turtle Shell,Great Turtle Shell,Blood,Blood,25,14,0,0,0,0,Strike,5.5,5.5,Medium Shield,No
Occult Great Turtle Shell,Great Turtle Shell,Occult,Occult,25,14,0,0,0,0,Strike,5.5,5.5,Medium Shield,No
Shield of the Guilty,Shield of the Guilty,None,None,25,8,0,0,0,0,Strike,2,5,Small Shield,No
Heavy Shield of the Guilty,Shield of the Guilty,Heavy,Heavy,25,8,0,0,0,0,Strike,2,5,Small Shield,No
Keen Shield of the Guilty,Shield of the Guilty,Keen,Keen,25,8,0,0,0,0,Strike,2,5,Small Shield,No
Quality Shield of the Guilty,Shield of the Guilty,Quality,Quality,25,8,0,0,0,0,Strike,2,5,Small Shield,No
Fire Shield of the Guilty,Shield of the Guilty,Fire,Fire,25,8,0,0,0,0,Strike,2,5,Small Shield,No
Flame Art Shield of the Guilty,Shield of the Guilty,Flame Art,Flame Art,25,8,0,0,0,0,Strike,2,5,Small Shield,No
Lightning Shield of the Guilty,Shield of the Guilty,Lightning,Lightning,25,8,0,0,0,0,Strike,2,5,Small Shield,No
Sacred Shield of the Guilty,Shield of the Guilty,Sacred,Sacred,25,8,0,0,0,0,Strike,2,5,Small Shield,No
Magic Shield of the Guilty,Shield of the Guilty,Magic,Magic,25,8,0,0,0,0,Strike,2,5,Small Shield,No
Cold Shield of the Guilty,Shield of the Guilty,Cold,Cold,25,8,0,0,0,0,Strike,2,5,Small Shield,No
Poison Shield of the Guilty,Shield of the Guilty,Poison,Poison,25,8,0,0,0,0,Strike,2,5,Small Shield,No
Blood Shield of the Guilty,Shield of the Guilty,Blood,Blood,25,8,0,0,0,0,Strike,2,5,Small Shield,No
Occult Shield of the Guilty,Shield of the Guilty,Occult,Occult,25,8,0,0,0,0,Strike,2,5,Small Shield,No
Carian Knight's Shield,Carian Knight's Shield,None,None,25,10,10,15,0,0,Strike,4.5,5.5,Medium Shield,No
Carian Knight's Heavy Shield,Carian Knight's Shield,Heavy,Heavy,25,10,10,15,0,0,Strike,4.5,5.5,Medium Shield,No
Carian Knight's Keen Shield,Carian Knight's Shield,Keen,Keen,25,10,10,15,0,0,Strike,4.5,5.5,Medium Shield,No
Carian Knight's Quality Shield,Carian Knight's Shield,Quality,Quality,25,10,10,15,0,0,Strike,4.5,5.5,Medium Shield,No
Carian Knight's Fire Shield,Carian Knight's Shield,Fire,Fire,25,10,10,15,0,0,Strike,4.5,5.5,Medium Shield,No
Carian Knight's Flame Art Shield,Carian Knight's Shield,Flame Art,Flame Art,25,10,10,15,0,0,Strike,4.5,5.5,Medium Shield,No
Carian Knight's Lightning Shield,Carian Knight's Shield,Lightning,Lightning,25,10,10,15,0,0,Strike,4.5,5.5,Medium Shield,No
Carian Knight's Sacred Shield,Carian Knight's Shield,Sacred,Sacred,25,10,10,15,0,0,Strike,4.5,5.5,Medium Shield,No
Carian Knight's Magic Shield,Carian Knight's Shield,Magic,Magic,25,10,10,15,0,0,Strike,4.5,5.5,Medium Shield,No
Carian Knight's Cold Shield,Carian Knight's Shield,Cold,Cold,25,10,10,15,0,0,Strike,4.5,5.5,Medium Shield,No
Carian Knight's Poison Shield,Carian Knight's Shield,Poison,Poison,25,10,10,15,0,0,Strike,4.5,5.5,Medium Shield,No
Carian Knight's Bloody Shield,Carian Knight's Shield,Blood,Blood,25,10,10,15,0,0,Strike,4.5,5.5,Medium Shield,No
Carian Knight's Occult Shield,Carian Knight's Shield,Occult,Occult,25,10,10,15,0,0,Strike,4.5,5.5,Medium Shield,No
Large Leather Shield,Large Leather Shield,None,None,25,8,0,0,0,0,Strike,3,5.5,Medium Shield,No
Heavy Large Leather Shield,Large Leather Shield,Heavy,Heavy,25,8,0,0,0,0,Strike,3,5.5,Medium Shield,No
Keen Large Leather Shield,Large Leather Shield,Keen,Keen,25,8,0,0,0,0,Strike,3,5.5,Medium Shield,No
Quality Large Leather Shield,Large Leather Shield,Quality,Quality,25,8,0,0,0,0,Strike,3,5.5,Medium Shield,No
Fire Large Leather Shield,Large Leather Shield,Fire,Fire,25,8,0,0,0,0,Strike,3,5.5,Medium Shield,No
Flame Art Large Leather Shield,Large Leather Shield,Flame Art,Flame Art,25,8,0,0,0,0,Strike,3,5.5,Medium Shield,No
Lightning Large Leather Shield,Large Leather Shield,Lightning,Lightning,25,8,0,0,0,0,Strike,3,5.5,Medium Shield,No
Sacred Large Leather Shield,Large Leather Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,3,5.5,Medium Shield,No
Magic Large Leather Shield,Large Leather Shield,Magic,Magic,25,8,0,0,0,0,Strike,3,5.5,Medium Shield,No
Cold Large Leather Shield,Large Leather Shield,Cold,Cold,25,8,0,0,0,0,Strike,3,5.5,Medium Shield,No
Poison Large Leather Shield,Large Leather Shield,Poison,Poison,25,8,0,0,0,0,Strike,3,5.5,Medium Shield,No
Bloody Large Leather Shield,Large Leather Shield,Blood,Blood,25,8,0,0,0,0,Strike,3,5.5,Medium Shield,No
Occult Large Leather Shield,Large Leather Shield,Occult,Occult,25,8,0,0,0,0,Strike,3,5.5,Medium Shield,No
Horse Crest Wooden Shield,Horse Crest Wooden Shield,None,None,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Heavy Horse Crest Wooden Shield,Horse Crest Wooden Shield,Heavy,Heavy,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Keen Horse Crest Wooden Shield,Horse Crest Wooden Shield,Keen,Keen,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Quality Horse Crest Wooden Shield,Horse Crest Wooden Shield,Quality,Quality,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Fire Horse Crest Wooden Shield,Horse Crest Wooden Shield,Fire,Fire,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Flame Art Horse Crest Wooden Shield,Horse Crest Wooden Shield,Flame Art,Flame Art,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Lightning Horse Crest Wooden Shield,Horse Crest Wooden Shield,Lightning,Lightning,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Sacred Horse Crest Wooden Shield,Horse Crest Wooden Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Magic Horse Crest Wooden Shield,Horse Crest Wooden Shield,Magic,Magic,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Cold Horse Crest Wooden Shield,Horse Crest Wooden Shield,Cold,Cold,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Poison Horse Crest Wooden Shield,Horse Crest Wooden Shield,Poison,Poison,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Blood Horse Crest Wooden Shield,Horse Crest Wooden Shield,Blood,Blood,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Occult Horse Crest Wooden Shield,Horse Crest Wooden Shield,Occult,Occult,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Candletree Wooden Shield,Candletree Wooden Shield,None,None,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Heavy Candletree Wooden Shield,Candletree Wooden Shield,Heavy,Heavy,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Keen Candletree Wooden Shield,Candletree Wooden Shield,Keen,Keen,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Quality Candletree Wooden Shield,Candletree Wooden Shield,Quality,Quality,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Fire Candletree Wooden Shield,Candletree Wooden Shield,Fire,Fire,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Flame Art Candletree Wooden Shield,Candletree Wooden Shield,Flame Art,Flame Art,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Lightning Candletree Wooden Shield,Candletree Wooden Shield,Lightning,Lightning,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Sacred Candletree Wooden Shield,Candletree Wooden Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Magic Candletree Wooden Shield,Candletree Wooden Shield,Magic,Magic,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Cold Candletree Wooden Shield,Candletree Wooden Shield,Cold,Cold,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Poison Candletree Wooden Shield,Candletree Wooden Shield,Poison,Poison,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Blood Candletree Wooden Shield,Candletree Wooden Shield,Blood,Blood,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Occult Candletree Wooden Shield,Candletree Wooden Shield,Occult,Occult,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Flame Crest Wooden Shield,Flame Crest Wooden Shield,None,None,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Heavy Flame Crest Wooden Shield,Flame Crest Wooden Shield,Heavy,Heavy,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Keen Flame Crest Wooden Shield,Flame Crest Wooden Shield,Keen,Keen,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Quality Flame Crest Wooden Shield,Flame Crest Wooden Shield,Quality,Quality,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Fire Flame Crest Wooden Shield,Flame Crest Wooden Shield,Fire,Fire,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Flame Art Flame Crest Wooden Shield,Flame Crest Wooden Shield,Flame Art,Flame Art,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Lightning Flame Crest Wooden Shield,Flame Crest Wooden Shield,Lightning,Lightning,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Sacred Flame Crest Wooden Shield,Flame Crest Wooden Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Magic Flame Crest Wooden Shield,Flame Crest Wooden Shield,Magic,Magic,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Cold Flame Crest Wooden Shield,Flame Crest Wooden Shield,Cold,Cold,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Poison Flame Crest Wooden Shield,Flame Crest Wooden Shield,Poison,Poison,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Blood Flame Crest Wooden Shield,Flame Crest Wooden Shield,Blood,Blood,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Occult Flame Crest Wooden Shield,Flame Crest Wooden Shield,Occult,Occult,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,None,None,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Heavy Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Heavy,Heavy,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Keen Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Keen,Keen,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Quality Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Quality,Quality,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Fire Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Fire,Fire,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Flame Art Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Flame Art,Flame Art,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Lightning Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Lightning,Lightning,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Sacred Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Sacred,Sacred,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Magic Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Magic,Magic,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Cold Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Cold,Cold,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Poison Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Poison,Poison,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Blood Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Blood,Blood,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Occult Hawk Crest Wooden Shield,Hawk Crest Wooden Shield,Occult,Occult,25,8,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Beast Crest Heater Shield,Beast Crest Heater Shield,None,None,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Heavy Beast Crest Heater Shield,Beast Crest Heater Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Keen Beast Crest Heater Shield,Beast Crest Heater Shield,Keen,Keen,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Quality Beast Crest Heater Shield,Beast Crest Heater Shield,Quality,Quality,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Fire Beast Crest Heater Shield,Beast Crest Heater Shield,Fire,Fire,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Flame Art Beast Crest Heater Shield,Beast Crest Heater Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Lightning Beast Crest Heater Shield,Beast Crest Heater Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Sacred Beast Crest Heater Shield,Beast Crest Heater Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Magic Beast Crest Heater Shield,Beast Crest Heater Shield,Magic,Magic,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Cold Beast Crest Heater Shield,Beast Crest Heater Shield,Cold,Cold,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Poison Beast Crest Heater Shield,Beast Crest Heater Shield,Poison,Poison,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Blood Beast Crest Heater Shield,Beast Crest Heater Shield,Blood,Blood,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Occult Beast Crest Heater Shield,Beast Crest Heater Shield,Occult,Occult,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Red Crest Heater Shield,Red Crest Heater Shield,None,None,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Heavy Red Crest Heater Shield,Red Crest Heater Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Keen Red Crest Heater Shield,Red Crest Heater Shield,Keen,Keen,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Quality Red Crest Heater Shield,Red Crest Heater Shield,Quality,Quality,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Fire Red Crest Heater Shield,Red Crest Heater Shield,Fire,Fire,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Flame Art Red Crest Heater Shield,Red Crest Heater Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Lightning Red Crest Heater Shield,Red Crest Heater Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Sacred Red Crest Heater Shield,Red Crest Heater Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Magic Red Crest Heater Shield,Red Crest Heater Shield,Magic,Magic,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Cold Red Crest Heater Shield,Red Crest Heater Shield,Cold,Cold,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Poison Red Crest Heater Shield,Red Crest Heater Shield,Poison,Poison,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Blood Red Crest Heater Shield,Red Crest Heater Shield,Blood,Blood,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Occult Red Crest Heater Shield,Red Crest Heater Shield,Occult,Occult,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Blue Crest Heater Shield,Blue Crest Heater Shield,None,None,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Heavy Blue Crest Heater Shield,Blue Crest Heater Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Keen Blue Crest Heater Shield,Blue Crest Heater Shield,Keen,Keen,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Quality Blue Crest Heater Shield,Blue Crest Heater Shield,Quality,Quality,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Fire Blue Crest Heater Shield,Blue Crest Heater Shield,Fire,Fire,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Flame Art Blue Crest Heater Shield,Blue Crest Heater Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Lightning Blue Crest Heater Shield,Blue Crest Heater Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Sacred Blue Crest Heater Shield,Blue Crest Heater Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Magic Blue Crest Heater Shield,Blue Crest Heater Shield,Magic,Magic,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Cold Blue Crest Heater Shield,Blue Crest Heater Shield,Cold,Cold,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Poison Blue Crest Heater Shield,Blue Crest Heater Shield,Poison,Poison,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Blood Blue Crest Heater Shield,Blue Crest Heater Shield,Blood,Blood,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Occult Blue Crest Heater Shield,Blue Crest Heater Shield,Occult,Occult,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,None,None,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Heavy Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Keen Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Keen,Keen,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Quality Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Quality,Quality,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Fire Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Fire,Fire,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Flame Art Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Lightning Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Sacred Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Magic Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Magic,Magic,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Cold Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Cold,Cold,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Poison Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Poison,Poison,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Blood Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Blood,Blood,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Occult Eclipse Crest Heater Shield,Eclipse Crest Heater Shield,Occult,Occult,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,None,None,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Heavy Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Keen Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Keen,Keen,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Quality Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Quality,Quality,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Fire Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Fire,Fire,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Flame Art Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Lightning Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Sacred Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Magic Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Magic,Magic,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Cold Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Cold,Cold,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Poison Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Poison,Poison,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Blood Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Blood,Blood,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Occult Inverted Hawk Heater Shield,Inverted Hawk Heater Shield,Occult,Occult,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Heater Shield,Heater Shield,None,None,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Heavy Heater Shield,Heater Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Keen Heater Shield,Heater Shield,Keen,Keen,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Quality Heater Shield,Heater Shield,Quality,Quality,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Fire Heater Shield,Heater Shield,Fire,Fire,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Flame Art Heater Shield,Heater Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Lightning Heater Shield,Heater Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Sacred Heater Shield,Heater Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Magic Heater Shield,Heater Shield,Magic,Magic,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Cold Heater Shield,Heater Shield,Cold,Cold,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Poison Heater Shield,Heater Shield,Poison,Poison,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Blood Heater Shield,Heater Shield,Blood,Blood,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Occult Heater Shield,Heater Shield,Occult,Occult,25,10,0,0,0,0,Strike,3.5,5.5,Medium Shield,No
Black Leather Shield,Black Leather Shield,None,None,25,10,0,0,0,0,Strike,3,5.5,Medium Shield,No
Heavy Black Leather Shield,Black Leather Shield,Heavy,Heavy,25,10,0,0,0,0,Strike,3,5.5,Medium Shield,No
Keen Black Leather Shield,Black Leather Shield,Keen,Keen,25,10,0,0,0,0,Strike,3,5.5,Medium Shield,No
Quality Black Leather Shield,Black Leather Shield,Quality,Quality,25,10,0,0,0,0,Strike,3,5.5,Medium Shield,No
Fire Black Leather Shield,Black Leather Shield,Fire,Fire,25,10,0,0,0,0,Strike,3,5.5,Medium Shield,No
Flame Art Black Leather Shield,Black Leather Shield,Flame Art,Flame Art,25,10,0,0,0,0,Strike,3,5.5,Medium Shield,No
Lightning Black Leather Shield,Black Leather Shield,Lightning,Lightning,25,10,0,0,0,0,Strike,3,5.5,Medium Shield,No
Sacred Black Leather Shield,Black Leather Shield,Sacred,Sacred,25,10,0,0,0,0,Strike,3,5.5,Medium Shield,No
Magic Black Leather Shield,Black Leather Shield,Magic,Magic,25,10,0,0,0,0,Strike,3,5.5,Medium Shield,No
Cold Black Leather Shield,Black Leather Shield,Cold,Cold,25,10,0,0,0,0,Strike,3,5.5,Medium Shield,No
Poison Black Leather Shield,Black Leather Shield,Poison,Poison,25,10,0,0,0,0,Strike,3,5.5,Medium Shield,No
Blood Black Leather Shield,Black Leather Shield,Blood,Blood,25,10,0,0,0,0,Strike,3,5.5,Medium Shield,No
Occult Black Leather Shield,Black Leather Shield,Occult,Occult,25,10,0,0,0,0,Strike,3,5.5,Medium Shield,No
Dragon Towershield,Dragon Towershield,None,None,25,30,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Heavy Dragon Towershield,Dragon Towershield,Heavy,Heavy,25,30,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Keen Dragon Towershield,Dragon Towershield,Keen,Keen,25,30,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Quality Dragon Towershield,Dragon Towershield,Quality,Quality,25,30,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Fire Dragon Towershield,Dragon Towershield,Fire,Fire,25,30,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Flame Art Dragon Towershield,Dragon Towershield,Flame Art,Flame Art,25,30,0,0,0,0,Strike,17.5,11.1,Greatshield,No
Lightning Dragon Towershield,Dragon Towershield,Lightning,Lightning,25,30,0,0,0,0,Strike,17.5,11.1,Greatshield,No
